datetime,true_high,true_low,y_hat_high,y_hat_low
1994-08-11 13:30:00,46.34375,46.04687,46.5300684636016,46.30185055499479
1994-08-19 13:30:00,46.4375,46.28125,46.967892687887705,46.68906378990754
1994-08-22 13:30:00,46.85937,46.51562,46.903306467305654,46.68906378990754
1994-08-24 13:30:00,47.20312,46.89062,47.20417265416096,46.94711152139074
1994-08-26 13:30:00,47.98437,47.64062,47.26678157658201,47.08234978708528
1994-09-01 13:30:00,47.71875,47.21875,47.66538687297626,47.38885819950022
1994-09-12 13:30:00,47.125,46.85937,47.77590672139093,47.282948387602666
1994-09-14 13:30:00,47.64062,47.17187,47.46963387508386,47.08200720144405
1994-09-16 13:30:00,47.32812,47.01562,47.553861210779615,47.264131845930685
1994-09-22 13:30:00,46.17187,45.82812,46.55738023774954,46.30470027091721
1994-09-28 13:30:00,46.46875,46.09375,46.98263455724985,46.640458391507465
1994-10-03 13:30:00,46.29687,45.34375,46.54577623990109,46.27728167045738
1994-10-04 13:30:00,45.39062,45.0,46.31104393862388,46.24685629749066
1994-10-06 13:30:00,45.57812,45.20312,46.217954512784,46.12038650759428
1994-10-11 13:30:00,46.75,46.57812,46.86678343549144,46.79162331887575
1994-10-12 13:30:00,47.32812,46.79687,47.216128811571636,46.77155625838324
1994-10-20 13:30:00,46.6875,46.35937,47.23520604895126,46.92214604329261
1994-10-28 13:30:00,47.59375,47.46875,47.40899369320354,47.04636906530718
1994-11-01 14:30:00,47.23437,46.6875,47.37455082041413,47.14081158419195
1994-11-07 14:30:00,46.98437,46.54687,47.06694169356249,46.668303182452256
1994-11-09 14:30:00,47.03125,46.54687,47.28296062076003,46.946476979499586
1994-11-15 14:30:00,46.84375,46.60937,47.28296062076003,46.93578487913882
1994-11-21 14:30:00,46.0,45.0,46.5766228748706,46.32524407076448
1994-11-22 14:30:00,45.26562,44.60937,46.36019628174548,46.17192213207429
1994-11-29 14:30:00,45.95312,45.59375,46.30468525580493,46.15950699815367
1994-12-05 14:30:00,45.65625,45.35937,46.287481475979675,46.1312960347128
1994-12-07 14:30:00,45.5625,44.75,46.2081075363031,46.08327974032398
1994-12-08 14:30:00,45.07812,44.6875,46.209136013792424,46.122685561211995
1994-12-12 14:30:00,45.53125,45.3125,46.288572815326475,46.1467093535822
1994-12-15 14:30:00,45.84375,45.625,46.44722607199599,46.28283718584941
1994-12-22 14:30:00,46.17187,45.98437,46.567450901434356,46.30185055499479
1994-12-23 14:30:00,46.40625,46.1875,46.567450901434356,46.30185055499479
1994-12-30 14:30:00,45.84375,45.6875,46.39134831890529,46.14579347818447
1995-01-03 14:30:00,46.0,45.75,46.34170347665284,46.30944792425933
1995-01-04 14:30:00,46.10937,45.95312,46.55879275268483,46.30969561376266
1995-01-06 14:30:00,46.09375,46.0,46.5633127264141,46.29370946849159
1995-01-23 14:30:00,46.75,46.64062,46.86882844526721,46.77155625838324
1995-01-24 14:30:00,47.04687,46.51562,47.20273918602349,46.77700706791463
1995-01-26 14:30:00,47.23437,46.92187,47.255922224796656,46.77700706791463
1995-02-07 14:30:00,48.46875,48.20312,47.99341147172736,47.885693872118985
1995-02-10 14:30:00,48.46875,48.32812,48.33045409261082,48.124199160537955
1995-02-22 14:30:00,49.15625,48.85937,48.91839520961753,48.628655749368704
1995-02-24 14:30:00,49.0,48.53125,49.08496322437966,48.85697613622313
1995-03-03 14:30:00,48.8125,48.39062,48.92517169619192,48.62358125770601
1995-03-07 14:30:00,48.625,48.34375,48.953715027843344,48.60559699209453
1995-03-14 14:30:00,49.57812,49.29687,49.776816060438655,49.52589661366918
1995-03-15 14:30:00,49.8125,49.4375,49.76815791168913,49.52589661366918
1995-03-29 14:30:00,50.51562,50.10937,51.01068189087052,50.32554919548559
1995-03-30 14:30:00,50.17187,49.54687,50.950307141236806,50.288488072876156
1995-04-05 13:30:00,50.79687,50.59375,50.97998619633186,50.569748908738795
1995-04-12 13:30:00,51.09375,50.85937,51.05669234019859,50.73504654885974
1995-04-17 13:30:00,50.82812,50.48437,51.27549623715413,50.832192824009304
1995-04-19 13:30:00,50.78125,50.4375,51.33918707953125,50.978925922351245
1995-04-24 13:30:00,51.48437,51.3125,51.599556209849084,51.29525533567588
1995-04-25 13:30:00,51.42187,51.125,51.66060192950859,51.37849862958795
1995-05-10 13:30:00,52.71875,52.48437,52.82928952793537,52.48227001643539
1995-05-12 13:30:00,53.0,52.78125,52.942293392945274,52.50338621382219
1995-05-15 13:30:00,53.15625,52.89062,53.231729003399764,52.5058450313402
1995-05-26 13:30:00,52.82812,52.375,53.29707194262705,52.7967576560808
1995-06-08 13:30:00,53.32812,52.75,53.855480240750786,53.557897521168854
1995-06-09 13:30:00,53.57812,53.20312,53.89214634240339,53.59484548987755
1995-06-15 13:30:00,53.96875,53.70312,54.61979861902998,54.245261660637134
1995-06-23 13:30:00,54.95312,54.35937,55.27264438051833,55.16747344224086
1995-06-26 13:30:00,54.70312,54.21875,55.175265050450015,55.15844404885482
1995-06-28 13:30:00,54.67187,54.0625,55.41776988466259,54.81903798298437
1995-06-29 13:30:00,54.73437,54.29687,55.69214835153666,54.83564845706506
1995-07-03 13:30:00,55.0625,54.64062,55.6506725608021,54.81663495948518
1995-07-12 13:30:00,56.26562,56.03125,56.34337227636018,55.98432049857227
1995-07-13 13:30:00,56.09375,55.75,56.37265853593361,55.98432049857227
1995-07-20 13:30:00,55.625,55.1875,55.87269670605114,55.306187029762675
1995-07-24 13:30:00,56.3125,55.70312,55.87413017418861,55.28335647933159
