datetime,trw_high,trw_low,y_hat_high,y_hat_low
2012-09-18 13:30:00,7.914486999999999,7.792421000000001,7.852055841285579,7.723693162807561
2012-10-08 13:30:00,7.7774220000000005,7.538259,7.792315868916082,7.4968540714294765
2012-10-11 13:30:00,7.499925,7.292426,7.6212378600569854,7.369376603458024
2012-10-15 13:30:00,7.765756,7.612425,7.611614107327602,7.359189868772848
2012-10-16 13:30:00,7.874089,7.729922,7.747700561315207,7.363517771825504
2012-10-19 13:30:00,7.4440919999999995,7.229094,7.624318616296667,7.326292622762152
2012-10-26 13:30:00,7.183261999999999,6.983264,7.172485444585617,7.007599101113068
2012-10-31 13:30:00,7.32826,7.108262,7.154596252994048,6.9341515926151756
2012-11-02 13:30:00,7.194095,7.0140970000000005,7.414234922682658,7.162217113463935
2012-11-08 14:30:00,6.768266000000001,6.500767,6.717242899434314,6.449396823360569
2012-11-09 14:30:00,6.678267,6.562434,6.698896321665076,6.4579069485386515
2012-11-13 14:30:00,6.623267,6.226604,6.628256775047768,6.44816900247303
2012-11-14 14:30:00,6.345769000000001,6.164105,6.439674382623158,6.212866009546067
2012-11-30 14:30:00,7.262427000000001,7.023263,7.27828881736973,7.151219446931308
2012-12-07 14:30:00,7.241592999999999,7.142428999999999,7.302480085390321,7.1294044494563735
2012-12-17 14:30:00,7.649914999999999,7.384925999999999,7.474716729158146,7.293430642995854
2012-12-21 14:30:00,7.341594000000001,7.286594,7.476293665591539,7.247049591349438
2012-12-26 14:30:00,7.2615940000000005,6.938231,7.398988934503782,7.22400500795822
2012-12-27 14:30:00,7.164086,6.934931,7.426274530228621,7.266754526952138
2012-12-28 14:30:00,7.325760000000001,6.879931,7.210529377066479,7.061414913419583
2013-01-03 14:30:00,7.951587,7.802422,7.933958317987355,7.8410233982201
2013-01-08 14:30:00,7.899096000000001,7.794921,7.812601598339855,7.578884400384311
2013-01-15 14:30:00,8.051586,7.946586999999999,8.148250691215368,7.9443977981561
2013-01-24 14:30:00,8.541580999999999,8.414083,8.581259990955697,8.465054495243509
2013-01-28 14:30:00,8.642414,8.450749,8.581259990955697,8.462032959702922
2013-02-07 14:30:00,8.809078999999999,8.69658,8.738756582874156,8.486174618551955
2013-02-08 14:30:00,8.810744999999999,8.724913,8.874238535169555,8.482535279713508
2013-02-11 14:30:00,8.879078,8.761579,8.906814021646623,8.487528189991934
2013-03-05 14:30:00,9.299082,9.173675999999999,9.287537984686637,9.19030193878569
2013-03-12 13:30:00,9.520738,9.364073,9.587600306426888,9.392283220294685
2013-03-19 13:30:00,9.613237,9.486572,9.458787712472883,9.220085116820295
2013-03-21 13:30:00,9.534905,9.385389,9.496743715809432,9.238194520134641
2013-04-09 13:30:00,10.122503,9.805,9.800265733982627,9.462298195212165
2013-04-19 13:30:00,9.6475,9.322498,9.586665488742717,9.407316644480996
2013-04-23 13:30:00,9.97375,9.830003,9.934536532368618,9.69672881559565
2013-05-02 13:30:00,10.6475,10.490003,10.240938701227446,10.084766107022402
2013-05-09 13:30:00,10.960025,10.77,11.03173432023901,10.77317823992364
2013-05-10 13:30:00,11.025003,10.835,11.087053708062617,10.775928971940035
2013-05-16 13:30:00,11.68,11.4175,11.545745136287659,11.20509080057079
2013-05-20 13:30:00,11.8425,11.572498,11.7570228447873,11.527089248772567
2013-05-30 13:30:00,11.5075,10.88,11.536388926731613,11.177706981761387
2013-05-31 13:30:00,11.125,10.7625,11.05819845952723,10.66141517408613
2013-06-07 13:30:00,11.294998,11.085,11.1893920095253,10.828793409353008
2013-06-13 13:30:00,11.127498,10.775003,11.151499075219062,10.638105337307259
2013-06-17 13:30:00,11.392503,11.1025,11.150055581935613,10.70747958689307
2013-06-24 13:30:00,10.159972999999999,9.84,9.9696368171593,9.598464278940611
2013-07-09 13:30:00,11.4525,11.225025,11.499607369393603,11.300477837492952
2013-07-16 13:30:00,12.015,11.857498,11.97391156434897,11.82956625754175
2013-07-18 13:30:00,12.177503,11.982498,12.213236543994686,11.940291439666261
2013-07-19 13:30:00,12.287498,12.13,12.22363628643999,11.961159378733813
2013-07-31 13:30:00,12.50475,12.3125,12.234010935793338,11.982519671217796
2013-08-05 13:30:00,12.4375,12.185003,12.539485257218796,12.36117591813931
2013-08-06 13:30:00,12.195,12.009998,12.355369513217125,12.164529508803176
2013-08-13 13:30:00,12.267825,12.035028,12.22105148446343,11.992455583478641
2013-08-14 13:30:00,11.755,11.474998,12.144714886811267,11.870850028008622
2013-08-15 13:30:00,11.587503,11.352525,11.615009318729644,11.215177461117312
2013-08-16 13:30:00,11.497503,11.2,11.567314349158643,11.187829933950278
2013-08-20 13:30:00,11.455003,11.077598,11.56116277427761,11.228218458624973
2013-08-27 13:30:00,11.1175,10.8325,11.070050638208027,10.762665646064894
2013-09-03 13:30:00,11.4225,11.044998,11.245363990958351,10.957936415420736
2013-09-13 13:30:00,12.5225,12.265,12.188922433725072,11.97996427501046
2013-09-20 13:30:00,12.56435,12.29,12.855125939788342,12.61658059853944
2013-09-24 13:30:00,12.4075,12.1825,12.430878088728177,12.251099283619194
2013-09-27 13:30:00,12.1025,11.8075,12.266728621593359,11.870522815212729
2013-09-30 13:30:00,12.302503,11.990003,12.185583899029414,11.970503334783906
2013-10-01 13:30:00,12.2375,11.9425,12.266728621593359,11.974765379509659
2013-10-07 13:30:00,11.8842,11.41,11.972281179846453,11.777038645227716
2013-10-22 13:30:00,13.447498000000001,13.2375,13.693581056575958,13.505219163844878
2013-10-23 13:30:00,13.555,13.3625,13.707777451240869,13.405716258449
2013-10-25 13:30:00,13.8075,13.6315,13.762413459369597,13.523728999403819
2013-10-29 13:30:00,14.054975,13.615,14.217259582900716,13.725179772982102
2013-10-30 13:30:00,13.8975,13.5825,14.217966808549011,13.711600631702323
2013-11-05 14:30:00,14.035,13.8125,13.894655764187632,13.719775895547107
2013-11-06 14:30:00,14.0675,13.39,14.22637171326974,13.725991013381178
2013-11-08 14:30:00,14.025,13.88,13.839312530410607,13.619191420987187
2013-11-14 14:30:00,14.6325,14.45525,14.362125048077067,13.935026373809666
2013-11-15 14:30:00,14.7325,14.3725,14.663285014323426,14.187858263377242
2013-11-22 14:30:00,14.8825,14.6912,14.788203503799648,14.577294171790395
2013-12-06 14:30:00,14.985,14.865,14.777692402505346,14.564174300723618
2013-12-10 14:30:00,14.7825,14.2105,14.880227770945838,14.709380460048724
2013-12-24 14:30:00,15.777475,15.6175,15.683373099477514,15.443622788935567
2013-12-30 14:30:00,15.955,15.755,15.889579890984159,15.56764099883545
2014-01-13 14:30:00,15.685,15.235,15.253420673374517,14.85102018869355
2014-01-17 14:30:00,15.9325,15.4925,15.923742710348817,15.582098229164648
2014-02-06 14:30:00,14.6,14.0975,14.114873816058402,13.672929858654179
2014-02-10 14:30:00,15.23,14.6525,14.713026514228613,14.210988844709268
2014-02-11 14:30:00,15.325,15.0525,15.171911862235138,14.69404921619586
2014-02-19 14:30:00,15.7425,15.2675,15.679353265456914,15.24398317475195
2014-02-24 14:30:00,16.0125,15.667525,15.961919652008223,15.547649096566438
2014-02-28 14:30:00,15.9675,15.5275,16.60786315362888,16.066749646363
2014-03-07 14:30:00,16.685,16.3875,16.665841782358374,16.45819674699844
2014-03-26 13:30:00,16.0975,15.725,16.684022125023628,16.100970396154462
2014-03-28 13:30:00,16.6025,16.3925,16.684022125023628,16.165005428464728
2014-03-31 13:30:00,16.8825,16.6475,16.73759204242667,16.113511464603487
2014-04-04 13:30:00,16.3125,15.7151,16.742936122349352,16.13885008932091
2014-04-10 13:30:00,15.5375,15.01,15.79968047573006,15.221613704388243
2014-04-15 13:30:00,16.2225,15.844000000000001,15.98603730502861,15.47290423124541
2014-04-17 13:30:00,16.465,16.2325,16.759277309512655,16.08674739537159
2014-04-21 13:30:00,16.81,16.4775,16.759277309512655,16.072940608837783
2014-04-30 13:30:00,16.915,16.62415,16.786070283133085,16.48971229030857
