time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,MA,MA,MA,MA,EMA,EMA,Basis,Upper,Lower,MA,MA,MA,MA,VWAP,Volume,Volume MA,RSI,EMA Divergence,Min,Max,-Min,-Max,ATR,Plot,Plot,Histogram,MACD,Signal,HV,ROC,Plot,Plot,Plot,OnBalanceVolume
1226500200,3.327466,3.327466,3.017471,3.074136,NaN,3.583298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1396910000000005,13312404,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-28.84089564328303,NaN,NaN,NaN,NaN,NaN,4.136394678765702,77.91313038442966,17.950474936804646,-27930092
1226586600,3.051636,3.533297,2.564141,3.518298,NaN,3.562465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2052453333333335,32068244,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-23.049964481463697,NaN,NaN,NaN,NaN,NaN,44.44779436557902,23.34374344679184,32.208462187629145,4138152
1226673000,3.270801,3.583298,3.041636,3.067469,NaN,3.541632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2308009999999996,34303060,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-29.18296019022107,NaN,NaN,NaN,NaN,NaN,16.27315207028257,54.06739181267033,29.659456117047103,-30164908
1226932200,2.956637,3.170802,2.833305,2.850806,NaN,3.170802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9516376666666666,44527416,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-34.085457794363336,NaN,NaN,NaN,NaN,NaN,8.765701051210272,67.00022272013946,24.234076228650274,-74692324
1227018600,2.836637,2.99497,2.595807,2.876638,NaN,3.206635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8224716666666665,61130864,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-37.31969919851323,NaN,NaN,NaN,NaN,-32.31373110040147,35.29403005627067,31.41060421420451,33.295365729524804,-13561460
1227105000,2.874971,2.970803,2.366642,2.41331,NaN,3.2138016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5835850000000002,75194200,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-46.90935708925878,NaN,NaN,NaN,184.8918139670988,-32.96294074051851,22.368384411701225,45.67004853842614,31.96156704987265,-88755660
1227191400,2.324143,2.497475,1.846648,1.996648,NaN,3.2209681999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1135903333333332,137046144,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-56.779345268920736,NaN,NaN,NaN,190.38715908801132,-48.1945591843343,4.978304876102091,75.61942886530026,19.402266258597653,-225801804
1227277800,2.266644,2.269978,1.805815,2.222478,NaN,3.2281348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1451355384615387,4.428875833112019,1.8613952438110584,NaN,NaN,NaN,NaN,2.0994236666666666,124578164,NaN,NaN,NaN,1.5,2.75,NaN,NaN,NaN,NaN,-52.56437700725986,NaN,NaN,NaN,200.89624334908137,-40,25.472358938243556,41.87020174601656,32.65743931573988,-101223640
1227537000,2.371644,2.797473,2.316644,2.597474,NaN,3.2353013999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.018021384615385,4.1582252937934525,1.8778174754373174,NaN,NaN,NaN,NaN,2.5705303333333336,98186576,NaN,NaN,NaN,1.5,2.75,NaN,NaN,0.5486017857142859,NaN,-42.128860728704204,NaN,NaN,NaN,234.7806358222249,-24.902430005328437,47.55734726523831,20.935529898934394,31.507122835827296,-3037064
1227623400,2.834137,2.845797,2.524975,2.742473,NaN,3.2424679999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9520605384615384,4.048336749427936,1.8557843274951413,NaN,NaN,NaN,NaN,2.7044150000000005,80055524,NaN,33.05225847344917,NaN,1.5,2.75,NaN,NaN,0.5323318010204083,NaN,-37.16139903527609,NaN,NaN,NaN,238.99138334461333,-10.788820013167935,49.64039726084949,19.3848914432296,30.97471129592089,77018460
1227709800,2.587474,3.044969,2.575808,3.028303,NaN,3.2496346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8885355384615385,3.8565702882391455,1.9205007886839316,NaN,NaN,NaN,NaN,2.8830266666666673,61238160,NaN,37.38590447132131,NaN,1.5,2.75,NaN,NaN,0.527819600947522,NaN,-30.48272767318687,NaN,NaN,NaN,239.9760021521378,-13.92704654352758,71.85293132868928,6.525501889330349,21.621566781980373,138256620
1227882600,2.991636,3.124969,2.979137,3.118302,NaN,3.2568011999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.843471846153846,3.704016464036783,1.9829272282709094,NaN,NaN,NaN,NaN,3.0741359999999998,21645264,NaN,38.73075672772647,NaN,1.5,2.75,NaN,NaN,0.5005347723084134,NaN,-26.445619102187685,NaN,NaN,NaN,225.23450393228782,1.657164261480716,100,0,0,159901884
1228141800,2.872471,2.881638,2.281644,2.30831,NaN,3.2639677999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.754972692307692,3.580097162219357,1.9298482223960272,NaN,NaN,NaN,NaN,2.490530666666667,101855240,NaN,32.057220048743346,NaN,1.5,2.75,NaN,NaN,0.5245435742863839,NaN,-34.8895518352215,NaN,NaN,NaN,272.8876049904317,-19.02956567370771,70.84156602752878,6.969016729544747,22.189417242926478,58046644
1228228200,2.423309,2.573308,2.309977,2.552474,NaN,3.2711343999999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.714844846153846,3.524575304854896,1.9051143874527958,NaN,NaN,NaN,NaN,2.4785863333333333,109263204,NaN,35.6563014978081,NaN,1.5,2.75,NaN,NaN,0.5060046046944994,NaN,-29.154888494068544,NaN,NaN,NaN,280.54265774787814,-11.26884926083851,71.65841617249168,6.60888301683999,21.73270081066832,167309848
1228314600,2.388309,2.786639,2.366642,2.744138,NaN,3.2783009999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9989118,NaN,2.9989118,2.655294076923077,3.320963293948822,1.9896248598973316,NaN,NaN,NaN,2.9989118,2.6324729999999996,136167376,57968759.4,38.41416517673987,NaN,1.5,2.75,NaN,NaN,0.49986120435917797,2.348978612090153,-25.2454980897557,NaN,NaN,NaN,284.52197893159666,13.708475081941396,76.03578685607276,4.828698700285884,19.135514443641362,303477224
1228401000,2.645807,2.825555,2.403309,2.524975,NaN,3.2854675999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91266265,NaN,2.953774961904762,2.6135637692307685,3.2373442654277778,1.9897832730337595,NaN,NaN,NaN,2.91266265,2.584612999999999,109459800,63430311.6,36.48827516296385,NaN,1.5,2.75,NaN,NaN,0.4943172611906652,1.7256702235717851,-30.308561923504527,NaN,NaN,NaN,268.7567335520442,26.460698130065992,46.21414563216401,21.96681444532228,31.819039922513713,194017424
1228487400,2.414976,2.816639,2.28331,2.781639,NaN,3.2926341999999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8717464,NaN,2.937381060770975,2.6082432307692303,3.224978868092638,1.9915075934458224,NaN,NaN,NaN,2.8717464,2.627196,167188908,71573159.2,40.26529454454854,NaN,1.5,2.75,NaN,NaN,0.4971038139627605,2.3359162829855915,-25.699794111958717,NaN,NaN,NaN,242.07756940308516,25.15934915891181,60.94234171303576,12.024137750209661,27.03352053675457,361206332
1228746600,3.033302,3.206635,2.974137,3.091637,NaN,3.2998007999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8336218499999997,NaN,2.952072102602311,2.624781615384615,3.279764245441339,1.9697989853278908,NaN,NaN,NaN,2.8336218499999997,3.0908029999999997,142794440,78363958.6,44.55416429062694,NaN,1.5,2.75,NaN,NaN,0.4919532558225633,1.8221953376408426,-19.801026906393258,NaN,NaN,NaN,241.912494306234,19.024752509553508,83.0850681316873,2.5031747212959257,14.411757147016784,504000772
1228833000,3.012469,3.204135,2.879138,2.91747,NaN,3.306967399999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79428885,NaN,2.9487766642592335,2.663563153846153,3.3235518354254876,2.0035744722668185,NaN,NaN,NaN,2.79428885,3.0002476666666666,126280452,84388724.4,42.69923283824937,NaN,1.5,2.75,NaN,NaN,0.48002780897809444,1.4964138028847844,-24.186473617635208,NaN,NaN,NaN,233.1518062729769,6.380992629644844,57.60201442622114,14.009571712669636,28.388413861109218,377720320
1228919400,3.018303,3.119135,2.895804,3.009137,NaN,3.3141339999999992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77180575,NaN,2.954525267663116,2.7414469230769223,3.299311104364784,2.1835827417890608,NaN,NaN,NaN,2.77180575,3.0080253333333338,125737628,90101653.4,44.020231839479095,NaN,1.5,2.75,NaN,NaN,0.4616923226225163,1.3955085534534708,-19.415105108831,NaN,NaN,NaN,231.97077075657182,-0.6328957175025167,57.72099572650186,13.936001404377434,28.34300286912071,503457948
1229005800,2.954137,3.097469,2.721639,2.786639,NaN,3.3213005999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7574309,NaN,2.938536099314248,2.7848439230769224,3.255415141021478,2.3142727051323666,NaN,NaN,NaN,2.7574309,2.868582333333334,113850944,95128580.4,41.518278711444445,NaN,1.5,2.75,NaN,NaN,0.45555929957805086,1.196811132062263,-25.609122678917203,NaN,-0.11189245567993478,NaN,228.99438289576037,-10.63601280440444,55.704576946328096,15.208475623627864,29.086947430044038,389607004
1229092200,2.543308,2.884971,2.516642,2.860638,NaN,3.328467199999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7245479,NaN,2.931117232712891,2.805087307692307,3.2641770610142036,2.3459975543704106,NaN,NaN,NaN,2.7245479,2.7540836666666664,142076596,100628998,42.68503275594762,NaN,1.5,2.75,NaN,NaN,0.44932856389390435,1.4118852301401232,-22.39122915835481,NaN,-0.10300258632045312,NaN,228.81663928119127,23.927808656549583,54.14533028437554,16.230138760150584,29.62453095547387,531683600
1229351400,2.903304,2.916638,2.630808,2.738306,NaN,3.335633799999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.70808975,NaN,2.9127542581688064,2.804766769230769,3.2640367287442116,2.3454968097173268,NaN,NaN,NaN,2.70808975,2.7619173333333333,91218168,103474753.4,41.22091598593032,NaN,1.5,2.75,NaN,NaN,0.4376500950443397,0.8815499916910167,-27.60698237650586,NaN,-0.10462244837418755,NaN,138.712465904258,7.280465932268065,27.34179737663213,39.71252615390165,32.9456764694662,440465432
1229437800,2.819138,3.157468,2.810805,3.155802,NaN,3.342800399999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.72333955,NaN,2.9359016621527294,2.8145743846153843,3.2973629947299266,2.331785774500842,NaN,NaN,NaN,2.72333955,3.041358333333333,122079044,107352334.8,47.80137361227917,NaN,1.5,2.75,NaN,NaN,0.43632951682688687,1.1371810797355848,-20.677019155542677,NaN,-0.07139476823538482,NaN,149.4080515118627,15.001577908982712,57.803500669963874,13.878276965701271,28.318222364334854,562544476
1229524200,3.050803,3.229134,2.984137,3.074968,NaN,3.349966999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73325605,NaN,2.949146075281041,2.811241,3.2861290543000874,2.3363529456999124,NaN,NaN,NaN,2.73325605,3.096079666666667,119923436,110291963.4,46.710991291438646,NaN,1.5,2.75,NaN,NaN,0.42266290848210925,1.0873270572314429,-17.953663382481313,NaN,-0.050996366209423716,NaN,147.7341889427984,21.78211665462035,27.599948928081623,39.42094942892411,32.97910164299427,442621040
1229610600,3.119135,3.140802,2.796647,2.904971,NaN,3.357133599999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7578391,NaN,2.944938925254275,2.857138,3.2339245874642075,2.4803514125357924,NaN,NaN,NaN,2.7578391,2.9474733333333334,94500668,111257286.8,44.41635825073428,NaN,1.5,2.75,NaN,NaN,0.41705520073338714,0.8493885723627048,-20.791894443469047,NaN,-0.04799457127501627,NaN,142.2416121602068,4.433788856138413,29.06017065202471,37.801811456849535,33.13801789112577,348120372
1229697000,2.942471,3.075803,2.858305,2.899137,NaN,3.364300199999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8029635500000003,NaN,2.94057683713482,2.883804384615385,3.2171307180472044,2.5504780511835654,NaN,NaN,NaN,2.8029635500000003,2.944415,97215456,109265752.4,44.33586505014471,NaN,1.5,2.75,NaN,NaN,0.40280111496671667,0.8897157056505108,-17.511945584701728,NaN,-0.045561181269141215,NaN,132.16752678311295,-6.226474841645377,7.358247133873172,69.95745560152115,22.684297264605682,250904916
1229956200,2.909971,2.916638,2.603308,2.766639,NaN,3.371466799999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8301716,NaN,2.924011328836266,2.885535230769231,3.21616541106987,2.5549050504685917,NaN,NaN,NaN,2.8301716,2.762195,76354468,106854567.6,42.454108004669585,NaN,1.5,2.75,NaN,NaN,0.3964103210405226,0.7145643814293999,-21.748268113904217,NaN,-0.05370510441246834,NaN,117.4917667221397,-5.169924626474299,8.576945356173386,67.46111969929309,23.961934944533525,174550448
1230042600,2.798305,2.835797,2.648307,2.679139,NaN,3.3786333999999987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8342548499999998,NaN,2.9006901546613832,2.8973940000000002,3.1835061652950922,2.6112818347049083,NaN,NaN,NaN,2.8342548499999998,2.7210810000000003,68977816,105394129.6,41.21017709734547,NaN,1.5,2.75,NaN,NaN,0.3814874409661996,0.654474933867664,-24.614662402242132,0.0063933166631996025,-0.06645370397590167,-0.07284702063910127,114.62677125921844,-10.966532929540922,0,100,0,105572632
1230129000,2.713306,2.736639,2.65664,2.710806,NaN,3.385799999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8326715,NaN,2.882605949455537,2.891945307692308,3.1891504793362904,2.5947401360483253,NaN,NaN,NaN,2.8326715,2.7013616666666667,17955512,102289129,41.873967200953835,NaN,1.5,2.75,NaN,NaN,0.3599525523257568,0.17553685494770416,-22.243955089106038,-0.00024916220001690303,-0.0731584733891224,-0.0729093111891055,112.72785488839176,-2.721306922066341,0.2734760783023143,94.65816340334895,5.068360518348747,123528144
1230301800,2.772472,2.778306,2.704974,2.767473,NaN,3.392966599999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81963,NaN,2.871640906650248,2.8670096153846156,3.146904540896138,2.5871146898730935,NaN,NaN,NaN,2.81963,2.750251,19193852,100186913.6,43.11179110245237,NaN,1.5,2.75,NaN,NaN,0.3394796557310599,0.19158043012116505,-17.468646572520807,-0.00011842194253065819,-0.07305733861726882,-0.07293891667473816,105.38559086119062,-3.2567909676093216,2.1096779461834116,84.58334806568438,13.306973988132214,142721996
1230561000,2.787472,2.787472,2.619974,2.749973,NaN,3.4001331999999986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80121355,NaN,2.8600534869692718,2.8541252307692306,3.13892044651789,2.5693300150205713,NaN,NaN,NaN,2.80121355,2.719139666666667,46645340,101436917.4,42.808603282147544,NaN,1.5,2.75,NaN,NaN,0.32719525175027,0.4598457957477323,-21.577174289355636,-0.00048210754438599013,-0.07354155110522065,-0.07305944356083466,103.9952939517621,0.4260663344417917,3.413203309941132,80.14125316682522,16.44554352323364,96076656
1230647400,2.795805,2.935804,2.754139,2.932471,NaN,3.4072997999999988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8324216,NaN,2.8669503929721984,2.848227846153846,3.1229356940637483,2.573519998243944,NaN,NaN,NaN,2.8324216,2.874138,57150148,99201662.8,46.99497218181773,NaN,1.5,2.75,NaN,NaN,0.31709780519667924,0.576100706247436,-15.575438429345356,0.011627879252774198,-0.05852459449486691,-0.07015247374764111,107.2859846981596,-7.076838153977973,30.465008653887136,36.41554082769276,33.119450518420095,153226804
1230733800,2.944137,3.128301,2.926637,3.03247,NaN,3.4144663999999985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8564214,NaN,2.8827141650700843,2.867137923076923,3.155775362782289,2.578500483371557,NaN,NaN,NaN,2.8564214,3.0291359999999994,65382280,97007616.6,49.18970055346134,NaN,1.5,2.75,NaN,NaN,0.30885253339691643,0.6739912008105146,-8.47576199971806,0.025629900999545013,-0.03811509749820985,-0.06374499849775486,68.44085427946169,-1.3820631629337328,75.57670409244587,5.032052715684093,19.391243191870025,218609084
1230906600,3.089969,3.384966,3.02497,3.329133,NaN,3.4216329999999986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88567115,NaN,2.925230244587219,2.9031759999999998,3.2823557426234684,2.523996257376531,NaN,NaN,NaN,2.88567115,3.2463563333333334,87174964,94557996,55.12594091076962,NaN,1.5,2.75,NaN,NaN,0.3125056381542795,0.9219205956945196,-1.0848892501708187,0.052576025788977465,0.001975033738466969,-0.050600992050510496,86.28917232762969,14.601247310214108,83.46257789225211,2.416372926231293,14.121049181516595,305784048
1231165800,3.291634,3.428299,3.223718,3.329133,NaN,3.4287995999999987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92587905,NaN,2.9636971736741504,2.9486242307692305,3.3763845367855456,2.5208639247529154,NaN,NaN,NaN,2.92587905,3.32705,111760068,94673009.4,55.125940910769614,NaN,1.5,2.75,NaN,NaN,0.30479673542897384,1.180485005264869,3.4675826058651964,0.06717053220983091,0.033362173211778146,-0.03380835899805276,76.27275436849854,14.831862033425809,81.26611707380131,3.0342431308519715,15.69963979534672,305784048
1231252200,3.419132,3.508299,3.322467,3.409966,NaN,3.508299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9572954,NaN,3.0061989666575646,2.9681753076923068,3.451632657054098,2.4847179583305157,NaN,NaN,NaN,2.9572954,3.4135773333333344,119625584,92294843.2,56.72367597504198,NaN,1.5,2.75,NaN,NaN,0.2962992543269043,1.2961242454334654,8.80071561492354,0.07826369337427763,0.06402125771979428,-0.014242435654483354,75.78107944689569,23.25301566268674,100,0,0,425409632
1231338600,3.230801,3.280801,3.045803,3.123302,NaN,3.517726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95887865,NaN,3.017351636499701,2.9718933076923073,3.4593058430706343,2.4844807723139803,NaN,NaN,NaN,2.95887865,3.149968666666666,116434584,90976850.4,49.93364407164358,NaN,1.5,2.75,NaN,NaN,0.3011466647321254,1.2798264996872215,3.398267958724907,0.06294957853720033,0.06444453751701706,0.0014949589798167288,90.46073004830471,16.578572444356176,64.03642190941744,10.294088788658643,25.66948930192393,308975048
1231425000,3.051636,3.154968,3.009137,3.154968,NaN,3.527153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9707535500000004,NaN,3.0304579568330627,2.9911238461538456,3.486125277267765,2.496122415039926,NaN,NaN,NaN,2.9707535500000004,3.1063576666666664,104341976,89879926.6,50.636582682592255,NaN,1.5,2.75,NaN,NaN,0.29005268867983075,1.1609041078144362,7.049751675426014,0.05205828800165357,0.06656781898188369,0.01450953098023012,86.04912582811869,16.384868559387886,67.92729950684972,8.313679112228508,23.759021380921777,413317024
1231511400,3.175802,3.185801,2.924972,2.947471,NaN,3.5365800000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9676702500000003,NaN,3.022554437134676,2.9948418461538457,3.4877453754623997,2.5019383168452918,NaN,NaN,NaN,2.9676702500000003,3.0194146666666666,114430984,89314594.4,46.07189766065477,NaN,1.5,2.75,NaN,NaN,0.2879652823455571,1.281212603256249,1.8138530757259153,0.029128602200549553,0.05092028373091706,0.021791681530367507,98.80866231450145,6.504056227468175,35.42538081070236,31.288689308732952,33.285929880564716,298886040
1231770600,2.919137,2.928304,2.679139,2.733306,NaN,3.546007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9650036,NaN,2.9950069669313737,2.9922777692307685,3.4902240534423234,2.4943314850192135,NaN,NaN,NaN,2.9650036,2.7802496666666663,85794388,87911766.6,41.875928962179,NaN,1.5,2.75,NaN,NaN,0.2865629050351602,0.9759147303951461,-3.687055940064112,-0.0006364306701917913,0.02099614319262777,0.02163257386281956,109.24309987197203,-0.6060786778633822,25.535290894812142,41.79800757569883,32.66670152948903,213091652
1231857000,2.703306,2.808305,2.66164,2.744138,NaN,3.555434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9591786,NaN,2.971114684366481,2.9972776923076916,3.4837189600562786,2.5108364245591046,NaN,NaN,NaN,2.9591786,2.738027666666666,123647460,86990309.8,42.162840446457444,NaN,1.5,2.75,NaN,NaN,0.2765701975326488,1.4213934895079545,-1.9903568274375156,-0.018765160993817337,-0.0018238773794521101,0.016941283614365227,109.22703428434589,-6.422331201229273,22.723634798050757,45.222888682058176,32.053476519891056,336739112
1231943400,2.607473,2.622474,2.429976,2.475809,NaN,3.564861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94605375,NaN,2.923942714426816,2.9792009999999993,3.521176644002853,2.4372253559971457,NaN,NaN,NaN,2.94605375,2.5094196666666666,158163872,90337595,37.256700401148535,NaN,1.5,2.75,NaN,NaN,0.27925532628031674,1.7508089738275632,-10.37621281506104,-0.04642277756497768,-0.04108718834185687,0.0053355892231208065,115.07652502011585,-18.35668613374576,21.913510566236045,46.2530668006881,31.833422633075838,178575240
